timestamp,consent_given
2025-05-25 17:38:06,True
2025-05-25 19:53:39,True
2025-05-25 20:12:14,True
2025-05-25 20:31:40,True
2025-05-25 20:36:01,True
2025-05-25 20:46:29,True
2025-05-25 21:08:47,True
2025-05-25 21:17:03,True
